1.000000000000000000e+00,3.820546698570251465e+01,0.000000000000000000e+00,2.200000000000000000e+01,nan,4.720909285545349121e+01,nan,nan
2.000000000000000000e+00,4.721280288696289062e+01,0.000000000000000000e+00,1.920000000000000000e+02,nan,5.620755290985107422e+01,nan,nan
3.000000000000000000e+00,5.620899701118469238e+01,0.000000000000000000e+00,1.440000000000000000e+02,nan,6.521786785125732422e+01,nan,nan
4.000000000000000000e+00,6.521922802925109863e+01,1.000000000000000000e+00,1.920000000000000000e+02,2.200000000000000000e+01,7.271729397773742676e+01,-1.000000000000000000e+00,2.032971143722534180e+00
5.000000000000000000e+00,7.271873593330383301e+01,0.000000000000000000e+00,3.300000000000000000e+01,nan,8.171821904182434082e+01,nan,nan
6.000000000000000000e+00,8.171958994865417480e+01,0.000000000000000000e+00,5.500000000000000000e+01,nan,9.071478700637817383e+01,nan,nan
7.000000000000000000e+00,9.071613097190856934e+01,0.000000000000000000e+00,8.400000000000000000e+01,nan,9.971713685989379883e+01,nan,nan
8.000000000000000000e+00,9.971836996078491211e+01,0.000000000000000000e+00,7.200000000000000000e+01,nan,1.087153480052947998e+02,nan,nan
9.000000000000000000e+00,1.087199578285217285e+02,1.000000000000000000e+00,1.920000000000000000e+02,7.200000000000000000e+01,1.162160379886627197e+02,1.000000000000000000e+00,1.051946878433227539e+00
1.000000000000000000e+01,1.162175469398498535e+02,0.000000000000000000e+00,1.270000000000000000e+02,nan,1.252180309295654297e+02,nan,nan
1.100000000000000000e+01,1.252194149494171143e+02,0.000000000000000000e+00,1.030000000000000000e+02,nan,1.342214648723602295e+02,nan,nan
1.200000000000000000e+01,1.342227208614349365e+02,1.000000000000000000e+00,1.030000000000000000e+02,3.300000000000000000e+01,1.417225430011749268e+02,1.000000000000000000e+00,1.017066001892089844e+00
1.300000000000000000e+01,1.417239840030670166e+02,0.000000000000000000e+00,7.300000000000000000e+01,nan,1.507101848125457764e+02,nan,nan
1.400000000000000000e+01,1.507116568088531494e+02,1.000000000000000000e+00,1.030000000000000000e+02,1.270000000000000000e+02,1.582094750404357910e+02,-1.000000000000000000e+00,1.695435047149658203e+00
1.500000000000000000e+01,1.582109618186950684e+02,0.000000000000000000e+00,1.400000000000000000e+02,nan,1.672094309329986572e+02,nan,nan
1.600000000000000000e+01,1.672132959365844727e+02,0.000000000000000000e+00,1.320000000000000000e+02,nan,1.762082760334014893e+02,nan,nan
1.700000000000000000e+01,1.762097249031066895e+02,1.000000000000000000e+00,2.200000000000000000e+01,1.320000000000000000e+02,1.837117960453033447e+02,-1.000000000000000000e+00,1.775022029876708984e+00
1.800000000000000000e+01,1.837131018638610840e+02,0.000000000000000000e+00,1.600000000000000000e+01,nan,1.927104418277740479e+02,nan,nan
1.900000000000000000e+01,1.927119028568267822e+02,1.000000000000000000e+00,2.200000000000000000e+01,7.200000000000000000e+01,2.002112989425659180e+02,1.000000000000000000e+00,9.974451065063476562e-01
2.000000000000000000e+01,2.002127618789672852e+02,0.000000000000000000e+00,1.020000000000000000e+02,nan,2.092129478454589844e+02,nan,nan
2.100000000000000000e+01,2.092143158912658691e+02,1.000000000000000000e+00,7.200000000000000000e+01,7.300000000000000000e+01,2.167138128280639648e+02,-1.000000000000000000e+00,1.272918939590454102e+00
2.200000000000000000e+01,2.167153499126434326e+02,0.000000000000000000e+00,1.120000000000000000e+02,nan,2.257236328125000000e+02,nan,nan
2.300000000000000000e+01,2.257250368595123291e+02,1.000000000000000000e+00,8.400000000000000000e+01,1.440000000000000000e+02,2.332059779167175293e+02,1.000000000000000000e+00,1.865455150604248047e+00
2.400000000000000000e+01,2.332073318958282471e+02,0.000000000000000000e+00,5.100000000000000000e+01,nan,2.422191479206085205e+02,nan,nan
2.500000000000000000e+01,2.422205820083618164e+02,0.000000000000000000e+00,1.300000000000000000e+01,nan,2.512196600437164307e+02,nan,nan
2.600000000000000000e+01,2.512209868431091309e+02,0.000000000000000000e+00,1.900000000000000000e+01,nan,2.602227668762207031e+02,nan,nan
2.700000000000000000e+01,2.602241480350494385e+02,0.000000000000000000e+00,3.000000000000000000e+00,nan,2.692211380004882812e+02,nan,nan
2.800000000000000000e+01,2.692225158214569092e+02,1.000000000000000000e+00,1.120000000000000000e+02,1.320000000000000000e+02,2.767223818302154541e+02,-1.000000000000000000e+00,2.236667156219482422e+00
2.900000000000000000e+01,2.767238798141479492e+02,0.000000000000000000e+00,3.100000000000000000e+01,nan,2.857100260257720947e+02,nan,nan
3.000000000000000000e+01,2.857114448547363281e+02,0.000000000000000000e+00,1.430000000000000000e+02,nan,2.947080998420715332e+02,nan,nan
3.100000000000000000e+01,2.947095639705657959e+02,1.000000000000000000e+00,1.300000000000000000e+01,1.400000000000000000e+02,3.022138898372650146e+02,-1.000000000000000000e+00,1.398663997650146484e+00
3.200000000000000000e+01,3.022154028415679932e+02,0.000000000000000000e+00,8.600000000000000000e+01,nan,3.112132380008697510e+02,nan,nan
3.300000000000000000e+01,3.112146618366241455e+02,1.000000000000000000e+00,1.030000000000000000e+02,1.270000000000000000e+02,3.187129378318786621e+02,-1.000000000000000000e+00,3.134140968322753906e+00
3.400000000000000000e+01,3.187144858837127686e+02,0.000000000000000000e+00,4.000000000000000000e+01,nan,3.277132380008697510e+02,nan,nan
3.500000000000000000e+01,3.277147400379180908e+02,0.000000000000000000e+00,1.730000000000000000e+02,nan,3.367142059803009033e+02,nan,nan
3.600000000000000000e+01,3.367156419754028320e+02,1.000000000000000000e+00,4.000000000000000000e+01,1.120000000000000000e+02,3.442152438163757324e+02,-1.000000000000000000e+00,1.951367855072021484e+00
3.700000000000000000e+01,3.442167060375213623e+02,0.000000000000000000e+00,1.490000000000000000e+02,nan,3.532168450355529785e+02,nan,nan
